[1B]S1,シュジンコウ,[1B]S1,シュジンコウ,Arsène,"A being based off of the main character of Maurice Leblanc's novels, Arsène Lupin. He appears everywhere and is a master of disguise. He is known to help law-abiding citizens.",Rebel Knife,ブキ1,"A weapon manifested
from an awakened power.",－,未作成テキスト,未作成テキスト,未作成テキスト,Black Polo,ボウグ０,"A black polo shirt with a
chic design.",－,衣装１,未作成テキスト,未作成テキスト,Hip Glasses,未作成テキスト,"Black-framed glasses that
make one look smart.",－,Leblanc Coffee,ルブランコーヒー,"Specialty drip coffee.
Restores 30 SP to one ally.",Gyutan Stew,アイテム0,It smells delicious...,Items,ショウヒブツ,未作成テキスト,Amazoom,アメイジン,説明が入ります,HP Boost,"Increases max HP of
all party members.",+5 HP,HP Boost,バンド０,"Increases max HP of
all party members.",BOND unlock flag 0,バンド０,"Clear the request:
Cursing Those on High",Marking Shot,マーキングショット,"Perform a follow-up after a [1B]P3 or
midair [1B]P3 gun attack.",Car[1B]M0~%d~,パトカー,説明が入ります,Detonate[1B]M0~%d~,バクハ,説明が入ります,通常攻撃,ツウジョウコウゲキ,説明が入ります,Level Up,フリガナ０,説明が入ります,Shibuya,Kyoto,スクランブル交差点,Yongen-Jaya,Shibuya Jail Entrance,Shibuya Crossing,Player,[1B]M1~0~,Supermarket,Phantom Dash,未作成テキスト,未作成テキスト,Basic Actions,未作成テキスト,"[1B]P2: Standard attack
[1B]P3: Special attack
[1B]P5: Evade",渋谷のカボチャパーティ,未作成テキスト,説明が入ります,詳細入力が入ります,表示しない想定,Joker,Yongen-Jaya,Station Square,Phys,Gained BOND experience.,Original,Persona 1 Music Set,Easy
Zephyrus Mech,未作成テキスト,[1B]Z,[1B]Z,Yoshitsune,A Japanese general of the Genpei War near the end of the Heian era and start of the Kamakura era. His bold ingenuity and ruthless skill with a blade are still praised in Japan today.,Leather Whip,ブキ76,"A weapon manifested from
an awakened power.",－,[1B]Z,[1B]Z,[1B]Z,Haten Robe+,ボウグ７５,"A robe as light as air that
can pierce the heavens.",Ma +5,衣装７６,未作成テキスト,未作成テキスト,Atom Ring,未作成テキスト,"A ring infused with
nuclear power.",+Reduce Nuke dmg (low),未作成テキスト,リョウリ７５,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,11 out of 10 Ramen ,トリヒキサキ７５,説明が入ります,Magic Boost,"Increases Ma for all
party members. Affects
magical attack damage.",Ma +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,未作成テキスト,マスターアーツ７５,未作成テキスト,Streetlamp[1B]M0~%d~,ガイトウ,説明が入ります,未作成テキスト,ダミー７５,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,王城・エントランス,Quick Travel,未作成テキスト,Entrance Hall,[1B]Z,[1B]Z,Camper,Treasure Chests in the Jail,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０７５,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,Konoe,未作成テキスト,Prison Keep,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
False God Demiurge,未作成テキスト,[1B]Z,[1B]Z,Lucifer,"A fallen Judeo-Christian angel, he lead a rebellion with an army of angels against God and lost. He waits in Hell for his chance to challenge God once more and strike Him down.",Heat Whip,ブキ77,A fire-red whip.,+Burn (low),[1B]Z,[1B]Z,[1B]Z,未作成テキスト,ボウグ７６,未作成テキスト,[1B]Z,衣装７７,未作成テキスト,未作成テキスト,Shelter Ring,未作成テキスト,"A ring infused with
the power of a nuclear god.",+Reduce Nuke dmg (med),未作成テキスト,リョウリ７６,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Bikkuri Boy,トリヒキサキ７６,説明が入ります,Magic Boost,"Increases Ma for all
party members. Affects
magical attack damage.",Ma +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,未作成テキスト,マスターアーツ７６,未作成テキスト,Debris[1B]M0~%d~,ガレキ,説明が入ります,未作成テキスト,ダミー７６,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,王城・地下牢獄,Quick Travel,未作成テキスト,Prison,[1B]Z,[1B]Z,Camper,Strengthening Personas,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０７６,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,Demiurge,未作成テキスト,Shipping Railway Area,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
False God Demiurge,未作成テキスト,[1B]Z,[1B]Z,未作成テキスト,未作成テキスト,Fundo-Kusari,ブキ78,"A chain with a weight
on one end.",－,[1B]Z,[1B]Z,[1B]Z,未作成テキスト,ボウグ７７,未作成テキスト,[1B]Z,衣装７８,未作成テキスト,未作成テキスト,Psychic Ring,未作成テキスト,"A ring infused with the
power of a psychic.",+Reduce Psy dmg (low),未作成テキスト,リョウリ７７,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Nanaya Sushi & Staples,トリヒキサキ７７,説明が入ります,Magic Boost,"Increases Ma for all
party members. Affects
magical attack damage.",Ma +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,未作成テキスト,マスターアーツ７７,未作成テキスト,Scooter[1B]M0~%d~,スクーター,説明が入ります,未作成テキスト,ダミー７７,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,王城・セキュリティルーム,Quick Travel,未作成テキスト,Security Room,[1B]Z,[1B]Z,Hideout (Camper),View/Register/Summon Personas,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０７７,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,Demiurge,未作成テキスト,Abeno R's Mall,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
Akira the Hero,未作成テキスト,[1B]Z,[1B]Z,未作成テキスト,未作成テキスト,Dominatrix Whip,ブキ79,A whip used for training.,－,[1B]Z,[1B]Z,[1B]Z,未作成テキスト,ボウグ７８,未作成テキスト,[1B]Z,衣装７９,未作成テキスト,未作成テキスト,Parapsy Ring,未作成テキスト,"A ring infused with the
power of a psychic god.",+Reduce Psy dmg (med),未作成テキスト,リョウリ７８,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Ausgezeichnet Coffee,トリヒキサキ７８,説明が入ります,Magic Boost,"Increases Ma for all
party members. Affects
magical attack damage.",Ma +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,未作成テキスト,マスターアーツ７８,未作成テキスト,Traffic Signal[1B]M0~%d~,シンゴウキ,説明が入ります,未作成テキスト,ダミー７８,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,王城・エレベーター,Quick Travel,未作成テキスト,Elevator,[1B]Z,[1B]Z,Fountain,Hacking Battles,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０７８,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,Konoe,未作成テキスト,Prison Keep,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
Sophie,未作成テキスト,[1B]Z,[1B]Z,未作成テキスト,未作成テキスト,Skin Ripper,ブキ80,"A telescoping, flesh-
rending whip.",+Fear (low),[1B]Z,[1B]Z,[1B]Z,未作成テキスト,ボウグ７９,未作成テキスト,[1B]Z,衣装８０,未作成テキスト,未作成テキスト,Shoten Ring,未作成テキスト,"A ring infused with
holy power.",+Reduce Bless dmg (low),未作成テキスト,リョウリ７９,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,未作成テキスト,トリヒキサキ７９,説明が入ります,Magic Boost,"Increases Ma for all
party members. Affects
magical attack damage.",Ma +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,未作成テキスト,マスターアーツ７９,未作成テキスト,Giant Cupcake[1B]M0~%d~,カップケーキ,説明が入ります,未作成テキスト,ダミー７９,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,王城・空中庭園,Quick Travel,未作成テキスト,Courtyard,[1B]Z,[1B]Z,Sapporo Tower,Dashing,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０７９,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,Sophie,未作成テキスト,Juoji Station,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
Jack-o'-Lantern,未作成テキスト,[1B]Z,[1B]Z,未作成テキスト,未作成テキスト,Goat Leather Whip,ブキ81,"A whip consisting of
connected blades.",－,[1B]Z,[1B]Z,[1B]Z,Silk Scarf,ボウグ８０,A lightweight silk scarf.,Ma +3,衣装８１,未作成テキスト,未作成テキスト,Nirvana Ring,未作成テキスト,"A ring infused with
divine protection.",+Reduce Bless dmg (med),未作成テキスト,リョウリ８０,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,37 Degrees Celsius,トリヒキサキ８０,説明が入ります,Endurance Boost,"Increases En for all
party members. Affects
defense.",En +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Wheelie Rush,ウィリーライド,Perform a follow-up after [1B]P2[1B]P2[1B]P3.,Large Lantern[1B]M0~%d~,チョウチン,説明が入ります,未作成テキスト,ダミー８０,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,傲慢の鳥かご,Quick Travel,Jail of the Abyss Entrance,Cage of Arrogance,[1B]Z,[1B]Z,Flower Memorial,Lock On,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０８０,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,Jack-o'-Lantern,未作成テキスト,Prison Keep,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
Pixie,未作成テキスト,[1B]Z,[1B]Z,未作成テキスト,未作成テキスト,Warrior Whip,ブキ82,"A whip that can tear the
skin from a foe's body.",－,[1B]Z,[1B]Z,[1B]Z,Cat Sweater,ボウグ８１,"A warm knit sweater
made specifically for cats.",+Null Freeze,衣装８２,未作成テキスト,未作成テキスト,Midnight Ring,未作成テキスト,"A sorcerer's ring that offers
additional protection
against curses.",+Reduce Curse dmg (low),未作成テキスト,リョウリ８１,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Phan-club Unofficial Shop,トリヒキサキ８１,説明が入ります,Endurance Boost,"Increases En for all
party members. Affects
defense.",En +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Phantom Star Rider,セイキマツライダー,"[1B]P3 Burst strengthens
Johanna's [1B]P3 special attacks.",Red Lantern[1B]M0~%d~,アンドン,説明が入ります,未作成テキスト,ダミー８１,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,芝公園（ランドマーク）00,Quick Travel,Lower Stratum,未作成テキスト,[1B]Z,[1B]Z,Stall,Gathering Intel,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０８１,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,Pixie,未作成テキスト,Airship Terminal,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
Bicorn,未作成テキスト,[1B]Z,[1B]Z,未作成テキスト,未作成テキスト,Burn Whip,ブキ83,"A whip that can
burst into flames.",+Burn (low),[1B]Z,[1B]Z,[1B]Z,Breeze Scarf,ボウグ８２,A very thin and light scarf.,Ag +3,衣装８３,未作成テキスト,未作成テキスト,Druj Ring,未作成テキスト,"A ring possessed by
a curser.",+Reduce Curse dmg (med),未作成テキスト,リョウリ８２,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Mran Mran,トリヒキサキ８２,説明が入ります,Endurance Boost,"Increases En for all
party members. Affects
defense.",En +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Fortified Moxy,ハイボルテージ,"[1B]P3 Burst strengthens
melee [1B]P3 special attacks.",Stone Lantern[1B]M0~%d~,イシトウロウ,説明が入ります,未作成テキスト,ダミー８２,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,芝公園（ランドマーク）01,Quick Travel,Upper Stratum,未作成テキスト,[1B]Z,[1B]Z,Stall,Auto-Recover,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０８２,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,Bicorn,未作成テキスト,Abeno Haretas,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
Silky,未作成テキスト,[1B]Z,[1B]Z,未作成テキスト,未作成テキスト,Hero Whip,ブキ84,"A whip that resembles one
that a hero would use.",－,[1B]Z,[1B]Z,[1B]Z,Water Crown,ボウグ８３,"A crown designed to
resemble the splash of
a water droplet.",+Null Burn,衣装８４,未作成テキスト,未作成テキスト,Spirit Belt,未作成テキスト,"A belt that makes it easy
to harness energy.",+Reduce Phys dmg (low),未作成テキスト,リョウリ８３,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Hinokuniya Books,トリヒキサキ８３,説明が入ります,Endurance Boost,"Increases En for all
party members. Affects
defense.",En +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Nuclear Reaction,ヒートアップ,"Triggering a 1 More or follow-ups
automatically activates Burst.",Mysterious Box[1B]M0~%d~,ナゾノハコ,説明が入ります,未作成テキスト,ダミー８３,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,芝公園（ランドマーク）02,Quick Travel,Hall of the Ark: Rear Area,未作成テキスト,[1B]Z,[1B]Z,Stall,Moral Support,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０８３,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,Silky,未作成テキスト,Docking Bridge,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
Succubus,未作成テキスト,[1B]Z,[1B]Z,未作成テキスト,未作成テキスト,Whip Sword,ブキ85,"A bladed, telescoping
whip.",－,[1B]Z,[1B]Z,[1B]Z,Cone Collar,ボウグ８４,"A pet cone designed
to help wounds heal.",Ma +3,衣装８５,未作成テキスト,未作成テキスト,Hachiman Belt,未作成テキスト,"A belt that houses a wish
for protection within.",+Reduce Phys dmg (med),未作成テキスト,リョウリ８４,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Rocinante.net,トリヒキサキ８４,説明が入ります,Endurance Boost,"Increases En for all
party members. Affects
defense.",En +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,未作成テキスト,マスターアーツ８４,未作成テキスト,Stepping Stone,トビイシ,説明が入ります,未作成テキスト,ダミー８４,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,芝公園（ランドマーク）03,Quick Travel,Path to the Abyss,未作成テキスト,[1B]Z,[1B]Z,Stall,Active Support,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０８４,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,Succubus,未作成テキスト,Castle: Front Area,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
Mokoi,未作成テキスト,[1B]Z,[1B]Z,未作成テキスト,未作成テキスト,Masquerade Whip S,ブキ86,"A whip that sends
heads spinning.",+Dizzy (low),[1B]Z,[1B]Z,[1B]Z,Camo Collar,ボウグ８５,"A collar that helps
cats to blend in with
their surroundings.",+Reduce Phys dmg (low),衣装８６,未作成テキスト,未作成テキスト,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,未作成テキスト,リョウリ８５,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Bronxx,トリヒキサキ８５,説明が入ります,Endurance Boost,"Increases En for all
party members. Affects
defense.",En +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,未作成テキスト,マスターアーツ８５,未作成テキスト,未作成テキスト,ドローン,説明が入ります,未作成テキスト,ダミー８５,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,芝公園（ランドマーク）04,Quick Travel,Safe Room,未作成テキスト,[1B]Z,[1B]Z,Stall,Final Guard,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０８５,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,Mokoi,未作成テキスト,Base of the Great Tree,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
Andras,未作成テキスト,[1B]Z,[1B]Z,未作成テキスト,未作成テキスト,Striking Tail,ブキ87,"A whip with a tail-like
movement when swung.",－,[1B]Z,[1B]Z,[1B]Z,Sparkly Collar,ボウグ８６,"A radiant, bejeweled
cat collar.",+Reduce Curse dmg (low),衣装８７,未作成テキスト,未作成テキスト,Red Band,未作成テキスト,"Strengthens Fire
attacks. Can stack.",+Fire attacks,未作成テキスト,リョウリ８６,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Aohige Online,トリヒキサキ８６,説明が入ります,Endurance Boost,"Increases En for all
party members. Affects
defense.",En +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,未作成テキスト,マスターアーツ８６,未作成テキスト,Giant Candy[1B]M0~%d~,アメダマ,説明が入ります,未作成テキスト,ダミー８６,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,芝公園（ランドマーク）05,Quick Travel,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,Stall,How Requests Work,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０８６,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,Andras,未作成テキスト,Path of Yearning,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
Archangel,未作成テキスト,[1B]Z,[1B]Z,未作成テキスト,未作成テキスト,Great Whip Sword,ブキ88,"A telescoping whip with
increased power.",－,[1B]Z,[1B]Z,[1B]Z,Morose Collar,ボウグ８７,"A collar that makes it
difficult to feel upset.",+Null Rage,衣装８８,未作成テキスト,未作成テキスト,Blue Band,未作成テキスト,"Strengthens Ice
attacks. Can stack.",+Ice attacks,未作成テキスト,リョウリ８７,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Tsurukame Diamond,トリヒキサキ８７,説明が入ります,Endurance Boost,"Increases En for all
party members. Affects
defense.",En +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,未作成テキスト,マスターアーツ８７,未作成テキスト,Work Scaffolding[1B]M0~%d~,アシバノシチュウ,説明が入ります,未作成テキスト,ダミー８７,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,小牢獄00,Quick Travel,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,Vending Machine,Important Location Icons,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０８７,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,Archangel,未作成テキスト,Path of Surrender,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
Berith,未作成テキスト,[1B]Z,[1B]Z,未作成テキスト,未作成テキスト,Queen's Whip,ブキ89,"A replica of a whip that
brings observers to their
knees.",+Brainwash (low),[1B]Z,[1B]Z,[1B]Z,Resilient Scarf,ボウグ８８,"A giant scarf that's big
enough to wrap around
your whole body.",En +3,衣装８９,未作成テキスト,未作成テキスト,Green Band,未作成テキスト,"Strengthens Wind
attacks. Can stack.",+Wind attacks,未作成テキスト,リョウリ８８,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Gilles de Rais Pharmacy,トリヒキサキ８８,説明が入ります,Endurance Boost,"Increases En for all
party members. Affects
defense.",En +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,未作成テキスト,マスターアーツ８８,未作成テキスト,Hanging Scaffolding[1B]M0~%d~,テツノアシバ,説明が入ります,未作成テキスト,ダミー８８,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,小牢獄01,Quick Travel,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,Vending Machine,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０８８,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,Berith,未作成テキスト,Hall of Contracts,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
Slime,未作成テキスト,[1B]Z,[1B]Z,未作成テキスト,未作成テキスト,Chain Whip,ブキ90,A whip made from chains.,－,[1B]Z,[1B]Z,[1B]Z,Just Collar,ボウグ８９,"A collar that inspires
the courage to defeat
evil in the wearer.",+Auto-Tarukaja,衣装９０,未作成テキスト,未作成テキスト,Yellow Band,未作成テキスト,"Strengthens Elec
attacks. Can stack.",+Elec attacks,未作成テキスト,リョウリ８９,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,ShadyCommodities.com,トリヒキサキ８９,説明が入ります,Endurance Boost,"Increases En for all
party members. Affects
defense.",En +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,未作成テキスト,マスターアーツ８９,未作成テキスト,Cover Point,ダミー８９,説明が入ります,未作成テキスト,ダミー８９,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,小牢獄02,Quick Travel,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,Suzushino,Hacking Battle Tips,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０８９,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,Slime,未作成テキスト,Elevator,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
High Pixie,未作成テキスト,[1B]Z,[1B]Z,未作成テキスト,未作成テキスト,Bone Eater Whip,ブキ91,"A whip that can chip
away at bone.",+Fear (low),[1B]Z,[1B]Z,[1B]Z,Measuring Collar,ボウグ９０,"A collar inspired by
the Feng Shui ruler.",Lu +5,衣装９１,未作成テキスト,未作成テキスト,Star Band,未作成テキスト,"Strengthens Nuke
attacks. Can stack.",+Nuke attacks,未作成テキスト,リョウリ９０,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Sophie's Shop,トリヒキサキ９０,説明が入ります,Endurance Boost,"Increases En for all
party members. Affects
defense.",En +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,未作成テキスト,マスターアーツ９０,未作成テキスト,Floating Gem,ダミー９０,説明が入ります,未作成テキスト,ダミー９０,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,小牢獄03,Quick Travel,Tree of Knowledge,未作成テキスト,[1B]Z,[1B]Z,Jingisukan Restaurant,Oracle's Equipment,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０９０,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,High Pixie,未作成テキスト,Misty Path,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
Eligor,未作成テキスト,[1B]Z,[1B]Z,未作成テキスト,未作成テキスト,Naraku Whip S,ブキ92,"A replica of a whip that
can bind enemies.",+30 SP,[1B]Z,[1B]Z,[1B]Z,Sublime Collar,ボウグ９１,"The world's most
coveted cat collar.",+25 SP,衣装９２,未作成テキスト,未作成テキスト,Mind Band,未作成テキスト,"Strengthens Psy
attacks. Can stack.",+Psy attacks,未作成テキスト,リョウリ９１,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Sophie's Shop,トリヒキサキ９１,説明が入ります,Endurance Boost,"Increases En for all
party members. Affects
defense.",En +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,未作成テキスト,マスターアーツ９１,未作成テキスト,High-Rise Telephone Pole,ダミー９１,説明が入ります,未作成テキスト,ダミー９１,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,小牢獄04,Quick Travel,Path of Yearning,未作成テキスト,[1B]Z,[1B]Z,Seafood Bowl Shop,Glowing Points with Third Eye,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０９１,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,Eligor,未作成テキスト,Promised Land,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
Orthrus,未作成テキスト,[1B]Z,[1B]Z,未作成テキスト,未作成テキスト,Sea of Stars Whip,ブキ93,"A legendary whip shaped
like swirling nebula.",Ma +5/+30 SP,[1B]Z,[1B]Z,[1B]Z,Nekomata Coat,ボウグ９２,"A strange coat of mail
worn by a Nekomata
warrior.",Ag +3,衣装９３,未作成テキスト,未作成テキスト,White Band,未作成テキスト,"Strengthens Bless
attacks. Can stack.",+Bless attacks,未作成テキスト,リョウリ９２,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,Sophie's Shop,トリヒキサキ９２,説明が入ります,Endurance Boost,"Increases En for all
party members. Affects
defense.",En +1,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,未作成テキスト,マスターアーツ９２,未作成テキスト,Truck,ダミー９２,説明が入ります,未作成テキスト,ダミー９２,説明が入ります,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,小牢獄05,Quick Travel,Hall of Contracts,未作成テキスト,[1B]Z,[1B]Z,Sweets Shop,Restocking Treasure Chests,未作成テキスト,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,リクエスト０９２,未作成テキスト,未作成テキスト,未作成テキスト,[1B]Z,Orthrus,未作成テキスト,Path to the Abyss,[1B]Z,未作成テキスト,[1B]Z,[1B]Z,[1B]Z
